,Application,Category Tags,Company,Filename,Height (cm),Model Name,Origin Country,Product URL,Type,Width (cm)
2324,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,white-vein-lm-r_r-500-500-60-user-data-collections-3220-18102-1675239671.jpg,604,White Vein LM/R,Italy,https://www.hafary.com.sg/collection/Tiles/Coem-Ceramiche-White-Vein-LM-R-3220?image=18102,Tiles,1208
2325,"Wall, Floor","Glazed Porcelain Tile, Shade Variation",Hafary,36mc250m_r-500-500-60-user-data-collections-3219-18096-1675232541.jpg,300,36MC250M,China,https://www.hafary.com.sg/collection/Tiles/-36MC250M-3219?image=18096,Tiles,600
2326,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,ple01_r-500-500-60-user-data-collections-3217-18094-1675665732.jpg,900,PLE01,China,https://www.hafary.com.sg/collection/Tiles/-PLE01-3217?image=18094,Tiles,900
2327,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,ple02_r-500-500-60-user-data-collections-3217-18127-1675665738.jpg,900,PLE02,China,https://www.hafary.com.sg/collection/Tiles/-PLE02-3217?image=18127,Tiles,900
2328,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,ec-camouflage-sand_r-500-500-60-user-data-collections-3216-18089-1675074800.jpg,600,EC.Camouflage Sand,Spain,https://www.hafary.com.sg/collection/Tiles/Ecoceramic-EC.Camouflage-Sand-3216?image=18089,Tiles,1200
2329,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,ec-camouflage-sand_r-500-500-60-user-data-collections-3216-18090-1675074802.jpg,600,EC.Camouflage Sand,Spain,https://www.hafary.com.sg/collection/Tiles/Ecoceramic-EC.Camouflage-Sand-3216?image=18090,Tiles,1200
2330,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,ec-camouflage-sand-pol_r-500-500-60-user-data-collections-3216-18091-1675074804.jpg,600,EC.Camouflage Sand Pol,Spain,https://www.hafary.com.sg/collection/Tiles/Ecoceramic-EC.Camouflage-Sand-Pol-3216?image=18091,Tiles,1200
2331,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,ec-camouflage-white_r-500-500-60-user-data-collections-3216-18092-1675074806.jpg,600,EC.Camouflage White,Spain,https://www.hafary.com.sg/collection/Tiles/Ecoceramic-EC.Camouflage-White-3216?image=18092,Tiles,1200
2332,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,ec-camouflage-white-pol_r-500-500-60-user-data-collections-3216-18093-1675074808.jpg,600,EC.Camouflage White Pol,Spain,https://www.hafary.com.sg/collection/Tiles/Ecoceramic-EC.Camouflage-White-Pol-3216?image=18093,Tiles,1200
2333,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bali-verde_r-500-500-60-user-data-collections-3214-18079-1675061045.jpg,333,Bali Verde,Spain,https://www.hafary.com.sg/collection/Tiles/Realonda-Bali-Verde-3214?image=18079,Tiles,333
2334,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bali-verde_r-500-500-60-user-data-collections-3214-18080-1675061053.jpg,333,Bali Verde,Spain,https://www.hafary.com.sg/collection/Tiles/Realonda-Bali-Verde-3214?image=18080,Tiles,333
2335,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bali-verde_r-500-500-60-user-data-collections-3214-18081-1675061057.jpg,333,Bali Verde,Spain,https://www.hafary.com.sg/collection/Tiles/Realonda-Bali-Verde-3214?image=18081,Tiles,333
2336,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bali-antracite_r-500-500-60-user-data-collections-3214-18082-1675061063.jpg,333,Bali Antracite,Spain,https://www.hafary.com.sg/collection/Tiles/Realonda-Bali-Antracite-3214?image=18082,Tiles,333
2337,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bali-antracite_r-500-500-60-user-data-collections-3214-18083-1675061067.jpg,333,Bali Antracite,Spain,https://www.hafary.com.sg/collection/Tiles/Realonda-Bali-Antracite-3214?image=18083,Tiles,333
2338,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bali-azul_r-500-500-60-user-data-collections-3214-18084-1675061071.jpg,333,Bali Azul,Spain,https://www.hafary.com.sg/collection/Tiles/Realonda-Bali-Azul-3214?image=18084,Tiles,333
2339,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,sable-light-90_r-500-500-60-user-data-collections-3213-18064-1675051467.jpg,900,Sable Light 90,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Sable-Light-90-3213?image=18064,Tiles,900
2340,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,sable-light-90_r-500-500-60-user-data-collections-3213-18065-1675051468.jpg,900,Sable Light 90,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Sable-Light-90-3213?image=18065,Tiles,900
2341,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,sable-beige-90_r-500-500-60-user-data-collections-3213-18066-1675051477.jpg,900,Sable Beige 90,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Sable-Beige-90-3213?image=18066,Tiles,900
2342,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,sable-beige-90_r-500-500-60-user-data-collections-3213-18067-1675051478.jpg,900,Sable Beige 90,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Sable-Beige-90-3213?image=18067,Tiles,900
2343,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,sable-cement-90_r-500-500-60-user-data-collections-3213-18068-1675051480.jpg,900,Sable Cement 90,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Sable-Cement-90-3213?image=18068,Tiles,900
2344,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,sable-cement-90_r-500-500-60-user-data-collections-3213-18069-1675051481.jpg,900,Sable Cement 90,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Sable-Cement-90-3213?image=18069,Tiles,900
2345,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,sable-greige-90_r-500-500-60-user-data-collections-3213-18070-1675051483.jpg,900,Sable Greige 90,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Sable-Greige-90-3213?image=18070,Tiles,900
2346,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,sable-greige-90_r-500-500-60-user-data-collections-3213-18071-1675051485.jpg,900,Sable Greige 90,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Sable-Greige-90-3213?image=18071,Tiles,900
2347,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,jardin-01_r-500-500-60-user-data-collections-3213-18072-1675051492.jpg,900,Jardin 01,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Jardin-01-3213?image=18072,Tiles,900
2348,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,jardin-01_r-500-500-60-user-data-collections-3213-18073-1675051495.jpg,900,Jardin 01,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Jardin-01-3213?image=18073,Tiles,900
2349,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,jardin-02_r-500-500-60-user-data-collections-3213-18074-1675051497.jpg,900,Jardin 02,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Jardin-02-3213?image=18074,Tiles,900
2350,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,jardin-02_r-500-500-60-user-data-collections-3213-18075-1675051499.jpg,900,Jardin 02,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-Sant-Agostino-Jardin-02-3213?image=18075,Tiles,900
2351,"Wall, Floor","Glazed Porcelain Tile, Shade Variation",Hafary,c60ps10_r-500-500-60-user-data-collections-3212-18061-1674008523.jpg,600,C60PS10,China,https://www.hafary.com.sg/collection/Tiles/-C60PS10-3212?image=18061,Tiles,600
2352,"Wall, Floor","Glazed Porcelain Tile, Shade Variation",Hafary,c60ps10_r-500-500-60-user-data-collections-3212-18483-1681467946.jpg,600,C60PS10,China,https://www.hafary.com.sg/collection/Tiles/-C60PS10-3212?image=18483,Tiles,600
2353,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,limestone-charcoal_r-500-500-60-user-data-collections-3211-18055-1673952583.jpg,600,Limestone Charcoal,China,https://www.hafary.com.sg/collection/Tiles/-Limestone-Charcoal-3211?image=18055,Tiles,600
2354,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,limestone-pearl_r-500-500-60-user-data-collections-3211-18056-1673952585.jpg,600,Limestone Pearl,China,https://www.hafary.com.sg/collection/Tiles/-Limestone-Pearl-3211?image=18056,Tiles,600
2355,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,limestone-charcoal_r-500-500-60-user-data-collections-3211-18057-1673952590.jpg,600,Limestone Charcoal,China,https://www.hafary.com.sg/collection/Tiles/-Limestone-Charcoal-3211?image=18057,Tiles,600
2356,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,limestone-grey_r-500-500-60-user-data-collections-3211-18058-1673952592.jpg,600,Limestone Grey,China,https://www.hafary.com.sg/collection/Tiles/-Limestone-Grey-3211?image=18058,Tiles,600
2357,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,limestone-pearl_r-500-500-60-user-data-collections-3211-18059-1673952593.jpg,600,Limestone Pearl,China,https://www.hafary.com.sg/collection/Tiles/-Limestone-Pearl-3211?image=18059,Tiles,600
2358,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,limestone-white_r-500-500-60-user-data-collections-3211-18060-1673952594.jpg,600,Limestone White,China,https://www.hafary.com.sg/collection/Tiles/-Limestone-White-3211?image=18060,Tiles,600
2359,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bulgaria-black-glossy_r-500-500-60-user-data-collections-3210-18047-1673592813.jpg,600,Bulgaria Black Glossy,China,https://www.hafary.com.sg/collection/Tiles/-Bulgaria-Black-Glossy-3210?image=18047,Tiles,600
2360,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bulgaria-grey-glossy_r-500-500-60-user-data-collections-3210-18048-1673593018.jpg,600,Bulgaria Grey Glossy,China,https://www.hafary.com.sg/collection/Tiles/-Bulgaria-Grey-Glossy-3210?image=18048,Tiles,600
2361,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bulgaria-pearl-glossy_r-500-500-60-user-data-collections-3210-18049-1673592816.jpg,600,Bulgaria Pearl Glossy,China,https://www.hafary.com.sg/collection/Tiles/-Bulgaria-Pearl-Glossy-3210?image=18049,Tiles,600
2362,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bulgaria-silver-glossy_r-500-500-60-user-data-collections-3210-18050-1673593196.jpg,600,Bulgaria Silver Glossy,China,https://www.hafary.com.sg/collection/Tiles/-Bulgaria-Silver-Glossy-3210?image=18050,Tiles,600
2363,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,hwd-01-rett_r-500-500-60-user-data-collections-3209-18038-1673578806.jpg,800,HWD 01 Rett,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-del-Conca-HWD-01-Rett-3209?image=18038,Tiles,800
2364,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,hwd-01-rett_r-500-500-60-user-data-collections-3209-18039-1673578807.jpg,800,HWD 01 Rett,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-del-Conca-HWD-01-Rett-3209?image=18039,Tiles,800
2365,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,hwd-05-rett_r-500-500-60-user-data-collections-3209-18040-1673578809.jpg,800,HWD 05 Rett,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-del-Conca-HWD-05-Rett-3209?image=18040,Tiles,800
2366,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,hwd-05-rett_r-500-500-60-user-data-collections-3209-18041-1673578810.jpg,800,HWD 05 Rett,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-del-Conca-HWD-05-Rett-3209?image=18041,Tiles,800
2367,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,hwd-05-rett_r-500-500-60-user-data-collections-3209-18042-1673578811.jpg,800,HWD 05 Rett,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-del-Conca-HWD-05-Rett-3209?image=18042,Tiles,800
2368,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,hwd-10-rett_r-500-500-60-user-data-collections-3209-18043-1673578819.jpg,800,HWD 10 Rett,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-del-Conca-HWD-10-Rett-3209?image=18043,Tiles,800
2369,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,hwd-10-rett_r-500-500-60-user-data-collections-3209-18044-1673578824.jpg,800,HWD 10 Rett,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-del-Conca-HWD-10-Rett-3209?image=18044,Tiles,800
2370,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,hwd-10-rett_r-500-500-60-user-data-collections-3209-18045-1673578825.jpg,800,HWD 10 Rett,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-del-Conca-HWD-10-Rett-3209?image=18045,Tiles,800
2371,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,hwd-11-rett_r-500-500-60-user-data-collections-3209-18046-1673578830.jpg,800,HWD 11 Rett,Italy,https://www.hafary.com.sg/collection/Tiles/Ceramica-del-Conca-HWD-11-Rett-3209?image=18046,Tiles,800
2372,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,36so278m_r-500-500-60-user-data-collections-3207-18036-1673519739.jpg,300,36SO278M,China,https://www.hafary.com.sg/collection/Tiles/-36SO278M-3207?image=18036,Tiles,600
2373,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,heritage-beige-f-p-g043-2212y1dv2_r-500-500-60-user-data-collections-3205-18024-1673515285.jpg,600,Heritage Beige F.P*G043-2212Y1DV2,China,https://www.hafary.com.sg/collection/Tiles/Element-Ceramics-Heritage-Beige-F.P-G043-2212Y1DV2-3205?image=18024,Tiles,600
2374,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,be36151_r-500-500-60-user-data-collections-3195-18008-1673340518.jpg,300,BE36151,China,https://www.hafary.com.sg/collection/Tiles/-BE36151-3195?image=18008,Tiles,600
2375,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,alm-cream_r-500-500-60-user-data-collections-3194-18007-1673340343.jpg,300,ALM Cream,China,https://www.hafary.com.sg/collection/Tiles/-ALM-Cream-3194?image=18007,Tiles,600
2376,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,adr360104_r-500-500-60-user-data-collections-3193-18006-1673323747.jpg,300,ADR360104,China,https://www.hafary.com.sg/collection/Tiles/-ADR360104-3193?image=18006,Tiles,600
2377,"Wall, Floor","Glazed Porcelain Tile, Shade and Pattern Variation",Hafary,33705_r-500-500-60-user-data-collections-3192-18004-1673322963.jpg,300,33705,China,https://www.hafary.com.sg/collection/Tiles/-33705-3192?image=18004,Tiles,600
2378,"Wall, Floor","Full Bodied Porcelain Tile, Shade and Veins Variation",Hafary,sp131a-1_r-500-500-60-user-data-collections-3191-18417-1680592835.jpg,300,SP131A-1,China,https://www.hafary.com.sg/collection/Tiles/-SP131A-1-3191?image=18417,Tiles,600
2379,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,aster-r_r-500-500-60-user-data-collections-3189-17981-1673258794.jpg,600,Aster-R,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Aster-R-3189?image=17981,Tiles,1200
2380,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,aster-r_r-500-500-60-user-data-collections-3189-17982-1673258796.jpg,600,Aster-R,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Aster-R-3189?image=17982,Tiles,1200
2381,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,aster-r-polished_r-500-500-60-user-data-collections-3189-17983-1673259083.jpg,600,Aster-R Polished,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Aster-R-Polished-3189?image=17983,Tiles,1200
2382,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,aster-r-polished_r-500-500-60-user-data-collections-3189-17984-1673259085.jpg,600,Aster-R Polished,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Aster-R-Polished-3189?image=17984,Tiles,1200
2383,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,zendra_r-500-500-60-user-data-collections-3188-17978-1673249219.jpg,600,Zendra,Spain,https://www.hafary.com.sg/collection/Tiles/Fanal-Zendra-3188?image=17978,Tiles,1200
2384,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,zendra-black-rec_r-500-500-60-user-data-collections-3188-17979-1673249221.jpg,600,Zendra Black Rec,Spain,https://www.hafary.com.sg/collection/Tiles/Fanal-Zendra-Black-Rec-3188?image=17979,Tiles,1200
2385,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,zendra-white-rec_r-500-500-60-user-data-collections-3188-17980-1673249222.jpg,600,Zendra White Rec,Spain,https://www.hafary.com.sg/collection/Tiles/Fanal-Zendra-White-Rec-3188?image=17980,Tiles,1200
2386,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as6001nr_r-500-500-60-user-data-collections-3186-17963-1672976820.jpg,600,AS6001NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS6001NR-3186?image=17963,Tiles,600
2387,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as6001nr_r-500-500-60-user-data-collections-3186-17962-1672976818.jpg,600,AS6001NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS6001NR-3186?image=17962,Tiles,600
2388,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as6002nr_r-500-500-60-user-data-collections-3186-17965-1672976824.jpg,600,AS6002NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS6002NR-3186?image=17965,Tiles,600
2389,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as6002nr_r-500-500-60-user-data-collections-3186-17964-1672976822.jpg,600,AS6002NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS6002NR-3186?image=17964,Tiles,600
2390,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as6003nr_r-500-500-60-user-data-collections-3186-17967-1672976827.jpg,600,AS6003NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS6003NR-3186?image=17967,Tiles,600
2391,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as6003nr_r-500-500-60-user-data-collections-3186-17966-1672976825.jpg,600,AS6003NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS6003NR-3186?image=17966,Tiles,600
2392,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as6005nr_r-500-500-60-user-data-collections-3186-17969-1672976830.jpg,600,AS6005NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS6005NR-3186?image=17969,Tiles,600
2393,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as6005nr_r-500-500-60-user-data-collections-3186-17968-1672976828.jpg,600,AS6005NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS6005NR-3186?image=17968,Tiles,600
2394,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as3601nr_r-500-500-60-user-data-collections-3186-21856-1712563472.jpg,600,AS3601NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS3601NR-3186?image=21856,Tiles,600
2395,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as3601nr_r-500-500-60-user-data-collections-3186-21857-1712563473.jpg,600,AS3601NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS3601NR-3186?image=21857,Tiles,600
2396,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as3602nr_r-500-500-60-user-data-collections-3186-21858-1712563474.jpg,600,AS3602NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS3602NR-3186?image=21858,Tiles,600
2397,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as3602nr_r-500-500-60-user-data-collections-3186-21859-1712563476.jpg,600,AS3602NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS3602NR-3186?image=21859,Tiles,600
2398,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as3605nr_r-500-500-60-user-data-collections-3186-21860-1712563477.jpg,600,AS3605NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS3605NR-3186?image=21860,Tiles,600
2399,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,as3605nr_r-500-500-60-user-data-collections-3186-21861-1712563479.jpg,600,AS3605NR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-AS3605NR-3186?image=21861,Tiles,600
2400,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,br6001nsr_r-500-500-60-user-data-collections-3185-17952-1672976728.jpg,600,BR6001NSR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-BR6001NSR-3185?image=17952,Tiles,600
2401,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,br6001nsr_r-500-500-60-user-data-collections-3185-17953-1672976729.jpg,600,BR6001NSR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-BR6001NSR-3185?image=17953,Tiles,600
2402,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,br6002nsr_r-500-500-60-user-data-collections-3185-17954-1672976731.jpg,600,BR6002NSR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-BR6002NSR-3185?image=17954,Tiles,600
2403,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,br6002nsr_r-500-500-60-user-data-collections-3185-17955-1672976733.jpg,600,BR6002NSR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-BR6002NSR-3185?image=17955,Tiles,600
2404,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,br6003nsr_r-500-500-60-user-data-collections-3185-17956-1672976734.jpg,600,BR6003NSR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-BR6003NSR-3185?image=17956,Tiles,600
2405,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,br6003nsr_r-500-500-60-user-data-collections-3185-17957-1672976736.jpg,600,BR6003NSR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-BR6003NSR-3185?image=17957,Tiles,600
2406,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,br6004nsr_r-500-500-60-user-data-collections-3185-17958-1672976738.jpg,600,BR6004NSR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-BR6004NSR-3185?image=17958,Tiles,600
2407,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,br6004nsr_r-500-500-60-user-data-collections-3185-17959-1672976740.jpg,600,BR6004NSR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-BR6004NSR-3185?image=17959,Tiles,600
2408,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,br6005nsr_r-500-500-60-user-data-collections-3185-17960-1672976741.jpg,600,BR6005NSR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-BR6005NSR-3185?image=17960,Tiles,600
2409,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,br6005nsr_r-500-500-60-user-data-collections-3185-17961-1672976743.jpg,600,BR6005NSR,Malaysia,https://www.hafary.com.sg/collection/Tiles/Domogres-BR6005NSR-3185?image=17961,Tiles,600
2410,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,q5116m_r-500-500-60-user-data-collections-3184-17936-1672757320.jpg,600,Q5116M,China,https://www.hafary.com.sg/collection/Tiles/-Q5116M-3184?image=17936,Tiles,600
2411,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,q5112m_r-500-500-60-user-data-collections-3184-17937-1672757380.jpg,600,Q5112M,China,https://www.hafary.com.sg/collection/Tiles/-Q5112M-3184?image=17937,Tiles,600
2412,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,q5112m_r-500-500-60-user-data-collections-3184-17938-1672757381.jpg,600,Q5112M,China,https://www.hafary.com.sg/collection/Tiles/-Q5112M-3184?image=17938,Tiles,600
2413,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,q5114m_r-500-500-60-user-data-collections-3184-17939-1672757382.jpg,600,Q5114M,China,https://www.hafary.com.sg/collection/Tiles/-Q5114M-3184?image=17939,Tiles,600
2414,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,q5114m_r-500-500-60-user-data-collections-3184-17940-1672757383.jpg,600,Q5114M,China,https://www.hafary.com.sg/collection/Tiles/-Q5114M-3184?image=17940,Tiles,600
2415,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,q5116m_r-500-500-60-user-data-collections-3184-17941-1672757385.jpg,600,Q5116M,China,https://www.hafary.com.sg/collection/Tiles/-Q5116M-3184?image=17941,Tiles,600
2416,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,q5116m_r-500-500-60-user-data-collections-3184-17942-1672757386.jpg,600,Q5116M,China,https://www.hafary.com.sg/collection/Tiles/-Q5116M-3184?image=17942,Tiles,600
2417,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,q5118m_r-500-500-60-user-data-collections-3184-17943-1672757387.jpg,600,Q5118M,China,https://www.hafary.com.sg/collection/Tiles/-Q5118M-3184?image=17943,Tiles,600
2418,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,q5118m_r-500-500-60-user-data-collections-3184-17944-1672757388.jpg,600,Q5118M,China,https://www.hafary.com.sg/collection/Tiles/-Q5118M-3184?image=17944,Tiles,600
2419,Wall,"Ceramic Tile, Shade Variation",Hafary,m75300zy_r-500-500-60-user-data-collections-3183-17923-1672754708.jpg,75,M75300ZY,China,https://www.hafary.com.sg/collection/Tiles/-M75300ZY-3183?image=17923,Tiles,300
2420,Wall,"Ceramic Tile, Shade Variation",Hafary,m75301zy_r-500-500-60-user-data-collections-3183-17924-1672754709.jpg,75,M75301ZY,China,https://www.hafary.com.sg/collection/Tiles/-M75301ZY-3183?image=17924,Tiles,300
