,Application,Category Tags,Company,Filename,Height (cm),Model Name,Origin Country,Product URL,Type,Width (cm)
3263,"Wall, Floor","Glazed Porcelain Tile, Shade Variation (V1)",Hafary,jasmine-night_r-500-500-60-user-data-collections-2820-16224-1651633061.jpg,150,Jasmine Night,Spain,https://www.hafary.com.sg/collection/Tiles/APE-Ceramic-Jasmine-Night-2820?image=16224,Tiles,150
3264,"Wall, Floor","Glazed Porcelain Tile, Shade Variation (V1)",Hafary,jasmine-night_r-500-500-60-user-data-collections-2820-16225-1651633062.jpg,150,Jasmine Night,Spain,https://www.hafary.com.sg/collection/Tiles/APE-Ceramic-Jasmine-Night-2820?image=16225,Tiles,150
3265,"Wall, Floor","Glazed Porcelain Tile, Shade Variation (V1)",Hafary,pansy-day_r-500-500-60-user-data-collections-2820-16226-1651633064.jpg,150,Pansy Day,Spain,https://www.hafary.com.sg/collection/Tiles/APE-Ceramic-Pansy-Day-2820?image=16226,Tiles,150
3266,"Wall, Floor","Glazed Porcelain Tile, Shade Variation (V1)",Hafary,pansy-day_r-500-500-60-user-data-collections-2820-16227-1651633065.jpg,150,Pansy Day,Spain,https://www.hafary.com.sg/collection/Tiles/APE-Ceramic-Pansy-Day-2820?image=16227,Tiles,150
3267,"Wall, Floor","Glazed Porcelain Tile, Shade Variation (V1)",Hafary,pansy-night_r-500-500-60-user-data-collections-2820-16228-1651633066.jpg,150,Pansy Night,Spain,https://www.hafary.com.sg/collection/Tiles/APE-Ceramic-Pansy-Night-2820?image=16228,Tiles,150
3268,"Wall, Floor","Glazed Porcelain Tile, Shade Variation (V1)",Hafary,pansy-night_r-500-500-60-user-data-collections-2820-16229-1651633068.jpg,150,Pansy Night,Spain,https://www.hafary.com.sg/collection/Tiles/APE-Ceramic-Pansy-Night-2820?image=16229,Tiles,150
3269,"Wall, Floor","Glazed Porcelain Tile, Shade Variation (V1)",Hafary,violet-day_r-500-500-60-user-data-collections-2820-16230-1651633069.jpg,150,Violet Day,Spain,https://www.hafary.com.sg/collection/Tiles/APE-Ceramic-Violet-Day-2820?image=16230,Tiles,150
3270,"Wall, Floor","Glazed Porcelain Tile, Shade Variation (V1)",Hafary,violet-day_r-500-500-60-user-data-collections-2820-16231-1651633070.jpg,150,Violet Day,Spain,https://www.hafary.com.sg/collection/Tiles/APE-Ceramic-Violet-Day-2820?image=16231,Tiles,150
3271,"Wall, Floor","Glazed Porcelain Tile, Shade Variation (V1)",Hafary,violet-night_r-500-500-60-user-data-collections-2820-16232-1651633071.jpg,150,Violet Night,Spain,https://www.hafary.com.sg/collection/Tiles/APE-Ceramic-Violet-Night-2820?image=16232,Tiles,150
3272,"Wall, Floor","Glazed Porcelain Tile, Shade Variation (V1)",Hafary,violet-night_r-500-500-60-user-data-collections-2820-16233-1651633073.jpg,150,Violet Night,Spain,https://www.hafary.com.sg/collection/Tiles/APE-Ceramic-Violet-Night-2820?image=16233,Tiles,150
3273,Wall,"Glazed Porcelain Tile, Shade and Veins Variation",Hafary,deco-core-natural_r-500-500-60-user-data-collections-2819-16207-1651225919.jpg,320,Deco Core Natural,Spain,https://www.hafary.com.sg/collection/Tiles/Gayafores-Deco-Core-Natural-2819?image=16207,Tiles,625
3274,Wall,"Glazed Porcelain Tile, Shade and Veins Variation",Hafary,core-almond-&-deco-core-almond_r-500-500-60-user-data-collections-2819-16208-1651225922.jpg,320,Core Almond & Deco Core Almond,Spain,https://www.hafary.com.sg/collection/Tiles/Gayafores-Core-Almond-Deco-Core-Almond-2819?image=16208,Tiles,625
3275,Wall,"Glazed Porcelain Tile, Shade and Veins Variation",Hafary,core-almond_r-500-500-60-user-data-collections-2819-16209-1651225926.jpg,320,Core Almond,Spain,https://www.hafary.com.sg/collection/Tiles/Gayafores-Core-Almond-2819?image=16209,Tiles,625
3276,Wall,"Glazed Porcelain Tile, Shade and Veins Variation",Hafary,deco-core-almond_r-500-500-60-user-data-collections-2819-16210-1651225927.jpg,320,Deco Core Almond,Spain,https://www.hafary.com.sg/collection/Tiles/Gayafores-Deco-Core-Almond-2819?image=16210,Tiles,625
3277,Wall,"Glazed Porcelain Tile, Shade and Veins Variation",Hafary,core-greige_r-500-500-60-user-data-collections-2819-16211-1651225936.jpg,320,Core Greige,Spain,https://www.hafary.com.sg/collection/Tiles/Gayafores-Core-Greige-2819?image=16211,Tiles,625
3278,Wall,"Glazed Porcelain Tile, Shade and Veins Variation",Hafary,deco-core-greige_r-500-500-60-user-data-collections-2819-16212-1651225938.jpg,320,Deco Core Greige,Spain,https://www.hafary.com.sg/collection/Tiles/Gayafores-Deco-Core-Greige-2819?image=16212,Tiles,625
3279,Wall,"Glazed Porcelain Tile, Shade and Veins Variation",Hafary,core-natural_r-500-500-60-user-data-collections-2819-16213-1651225954.jpg,320,Core Natural,Spain,https://www.hafary.com.sg/collection/Tiles/Gayafores-Core-Natural-2819?image=16213,Tiles,625
3280,Wall,"Glazed Porcelain Tile, Shade and Veins Variation",Hafary,deco-core-natural_r-500-500-60-user-data-collections-2819-16214-1651225956.jpg,320,Deco Core Natural,Spain,https://www.hafary.com.sg/collection/Tiles/Gayafores-Deco-Core-Natural-2819?image=16214,Tiles,625
3281,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-beige-&-antracite-nat_r-500-500-60-user-data-collections-2818-16191-1651222258.jpg,300,Titano Beige & Antracite Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Beige-Antracite-Nat-2818?image=16191,Tiles,600
3282,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-perla-&-titanio-grigio-nat_r-500-500-60-user-data-collections-2818-16192-1651222260.jpg,300,Titano Perla & Titanio Grigio Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Perla-Titanio-Grigio-Nat-2818?image=16192,Tiles,600
3283,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-beige-nat_r-500-500-60-user-data-collections-2818-16193-1651222270.jpg,300,Titano Beige Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Beige-Nat-2818?image=16193,Tiles,600
3284,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-beige-nat_r-500-500-60-user-data-collections-2818-16194-1651222277.jpg,300,Titano Beige Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Beige-Nat-2818?image=16194,Tiles,600
3285,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-bianco_r-500-500-60-user-data-collections-2818-16195-1651222281.jpg,300,Titano Bianco,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Bianco-2818?image=16195,Tiles,600
3286,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-bianco-nat_r-500-500-60-user-data-collections-2818-16196-1651222354.jpg,300,Titano Bianco Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Bianco-Nat-2818?image=16196,Tiles,600
3287,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-cenere-nat_r-500-500-60-user-data-collections-2818-16197-1651222360.jpg,300,Titano Cenere Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Cenere-Nat-2818?image=16197,Tiles,600
3288,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-cenere-nat_r-500-500-60-user-data-collections-2818-16198-1651222366.jpg,300,Titano Cenere Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Cenere-Nat-2818?image=16198,Tiles,600
3289,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-grigio-nat_r-500-500-60-user-data-collections-2818-16199-1651222371.jpg,300,Titano Grigio Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Grigio-Nat-2818?image=16199,Tiles,600
3290,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-grigio-nat_r-500-500-60-user-data-collections-2818-16200-1651222377.jpg,300,Titano Grigio Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Grigio-Nat-2818?image=16200,Tiles,600
3291,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-perla-nat_r-500-500-60-user-data-collections-2818-16201-1651222382.jpg,300,Titano Perla Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Perla-Nat-2818?image=16201,Tiles,600
3292,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-perla-nat_r-500-500-60-user-data-collections-2818-16202-1651222387.jpg,300,Titano Perla Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Perla-Nat-2818?image=16202,Tiles,600
3293,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-taupe-nat_r-500-500-60-user-data-collections-2818-16203-1651222392.jpg,300,Titano Taupe Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Taupe-Nat-2818?image=16203,Tiles,600
3294,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-taupe-nat_r-500-500-60-user-data-collections-2818-16204-1651222396.jpg,300,Titano Taupe Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Taupe-Nat-2818?image=16204,Tiles,600
3295,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-antracite-nat_r-500-500-60-user-data-collections-2818-16205-1651222402.jpg,300,Titano Antracite Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Antracite-Nat-2818?image=16205,Tiles,600
3296,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-antracite-nat_r-500-500-60-user-data-collections-2818-16206-1651222408.jpg,300,Titano Antracite Nat,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Antracite-Nat-2818?image=16206,Tiles,600
3297,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-antr-nat-ret_r-500-500-60-user-data-collections-2818-20903-1699511442.jpg,300,Titano Antr Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Antr-Nat-Ret-2818?image=20903,Tiles,600
3298,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-beige-nat-ret_r-500-500-60-user-data-collections-2818-20904-1699511444.jpg,300,Titano Beige Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Beige-Nat-Ret-2818?image=20904,Tiles,600
3299,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-bianco-nat-ret_r-500-500-60-user-data-collections-2818-20905-1699511445.jpg,300,Titano Bianco Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Bianco-Nat-Ret-2818?image=20905,Tiles,600
3300,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-cenere-nat-ret_r-500-500-60-user-data-collections-2818-20906-1699511446.jpg,300,Titano Cenere Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Cenere-Nat-Ret-2818?image=20906,Tiles,600
3301,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-grig-nat-ret_r-500-500-60-user-data-collections-2818-20907-1699511446.jpg,300,Titano Grig Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Grig-Nat-Ret-2818?image=20907,Tiles,600
3302,"Floor, Wall","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,titano-perla-nat-ret_r-500-500-60-user-data-collections-2818-20908-1699511447.jpg,300,Titano Perla Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Titano-Perla-Nat-Ret-2818?image=20908,Tiles,600
3303,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-bianco-&-framm-perla-nat-ret_r-500-500-60-user-data-collections-2816-16185-1651213473.jpg,600,Framm.Bianco & Framm.Perla Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Bianco-Framm.Perla-Nat-Ret-2816?image=16185,Tiles,600
3304,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-bianco-&-framm-perla-nat-ret_r-500-500-60-user-data-collections-2816-16186-1651213478.jpg,600,Framm.Bianco & Framm.Perla Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Bianco-Framm.Perla-Nat-Ret-2816?image=16186,Tiles,600
3305,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-bianco-nat-ret_r-500-500-60-user-data-collections-2816-16187-1651213483.jpg,600,Framm.Bianco Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Bianco-Nat-Ret-2816?image=16187,Tiles,600
3306,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-grigio-nat-ret_r-500-500-60-user-data-collections-2816-16188-1651213484.jpg,600,Framm.Grigio Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Grigio-Nat-Ret-2816?image=16188,Tiles,600
3307,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-perla-nat-ret_r-500-500-60-user-data-collections-2816-16189-1651213486.jpg,600,Framm.Perla Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Perla-Nat-Ret-2816?image=16189,Tiles,600
3308,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-taupe-nat-ret_r-500-500-60-user-data-collections-2816-16190-1651213487.jpg,600,Framm.Taupe Nat Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Taupe-Nat-Ret-2816?image=16190,Tiles,600
3309,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-perla-roc_r-500-500-60-user-data-collections-2816-16913-1658299438.jpg,600,Framm.Perla Roc,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Perla-Roc-2816?image=16913,Tiles,600
3310,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-bianco-roc_r-500-500-60-user-data-collections-2816-16914-1658299446.jpg,600,Framm.Bianco Roc,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Bianco-Roc-2816?image=16914,Tiles,600
3311,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-grigio-roc_r-500-500-60-user-data-collections-2816-16915-1658299447.jpg,600,Framm.Grigio Roc,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Grigio-Roc-2816?image=16915,Tiles,600
3312,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-perla-roc_r-500-500-60-user-data-collections-2816-16916-1658299449.jpg,600,Framm.Perla Roc,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Perla-Roc-2816?image=16916,Tiles,600
3313,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-taupe-roc_r-500-500-60-user-data-collections-2816-16917-1658299450.jpg,600,Framm.Taupe Roc,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Taupe-Roc-2816?image=16917,Tiles,600
3314,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-taupe-luc-ret_r-500-500-60-user-data-collections-2816-17033-1659923517.jpg,600,Framm.Taupe Luc Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Taupe-Luc-Ret-2816?image=17033,Tiles,600
3315,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-bianco-luc-ret_r-500-500-60-user-data-collections-2816-17034-1659923529.jpg,600,Framm.Bianco Luc Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Bianco-Luc-Ret-2816?image=17034,Tiles,600
3316,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-grigio-luc-ret_r-500-500-60-user-data-collections-2816-17035-1659923530.jpg,600,Framm.Grigio Luc Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Grigio-Luc-Ret-2816?image=17035,Tiles,600
3317,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-perla-luc-ret_r-500-500-60-user-data-collections-2816-17036-1659923532.jpg,600,Framm.Perla Luc Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Perla-Luc-Ret-2816?image=17036,Tiles,600
3318,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V3)",Hafary,framm-taupe-luc-ret_r-500-500-60-user-data-collections-2816-17037-1659923533.jpg,600,Framm.Taupe Luc Ret,Italy,https://www.hafary.com.sg/collection/Tiles/Saime-Framm.Taupe-Luc-Ret-2816?image=17037,Tiles,600
3319,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,sr5002c-1_r-500-500-60-user-data-collections-2815-16179-1651208452.jpg,300,SR5002C-1,China,https://www.hafary.com.sg/collection/Tiles/-SR5002C-1-2815?image=16179,Tiles,600
3320,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bsba1027k2ga_r-500-500-60-user-data-collections-2813-16176-1665733602.jpg,1200,BSBA1027K2GA,China,https://www.hafary.com.sg/collection/Tiles/Bode-BSBA1027K2GA-2813?image=16176,Tiles,1200
3321,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bsba2031k2pa_r-500-500-60-user-data-collections-2813-17547-1665733202.jpg,1200,BSBA2031K2PA,China,https://www.hafary.com.sg/collection/Tiles/Bode-BSBA2031K2PA-2813?image=17547,Tiles,1200
3322,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-01-nat-sq_r-500-500-60-user-data-collections-2812-16168-1651038878.jpg,600,EY 01 Nat Sq,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-01-Nat-Sq-2812?image=16168,Tiles,600
3323,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-02-nat-sq_r-500-500-60-user-data-collections-2812-16169-1651038879.jpg,600,EY 02 Nat Sq,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-02-Nat-Sq-2812?image=16169,Tiles,600
3324,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-01-nat-sq_r-500-500-60-user-data-collections-2812-16170-1651038896.jpg,600,EY 01 Nat Sq,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-01-Nat-Sq-2812?image=16170,Tiles,600
3325,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-01-nat-sq_r-500-500-60-user-data-collections-2812-17522-1665582605.jpg,600,EY 01 Nat Sq,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-01-Nat-Sq-2812?image=17522,Tiles,600
3326,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-01-sp-sq_r-500-500-60-user-data-collections-2812-16171-1651038898.jpg,600,EY 01 SP SQ,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-01-SP-SQ-2812?image=16171,Tiles,600
3327,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-01-st-sq_r-500-500-60-user-data-collections-2812-16172-1651038899.jpg,600,EY 01 St Sq,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-01-St-Sq-2812?image=16172,Tiles,600
3328,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-02-nat-sq_r-500-500-60-user-data-collections-2812-16173-1651038907.jpg,600,EY 02 Nat Sq,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-02-Nat-Sq-2812?image=16173,Tiles,600
3329,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-02-nat-sq_r-500-500-60-user-data-collections-2812-16174-1651038913.jpg,600,EY 02 Nat Sq,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-02-Nat-Sq-2812?image=16174,Tiles,600
3330,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-02-st-sq_r-500-500-60-user-data-collections-2812-16175-1651038926.jpg,600,EY 02 St Sq,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-02-St-Sq-2812?image=16175,Tiles,600
3331,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-02-sp-sq_r-500-500-60-user-data-collections-2812-17562-1666663081.jpg,600,EY 02 SP SQ,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-02-SP-SQ-2812?image=17562,Tiles,600
3332,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-07-sp-sq_r-500-500-60-user-data-collections-2812-17523-1665732182.jpg,600,EY 07 SP SQ,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-07-SP-SQ-2812?image=17523,Tiles,600
3333,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-08-sp-sq_r-500-500-60-user-data-collections-2812-17524-1665583228.jpg,600,EY 08 SP SQ,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-08-SP-SQ-2812?image=17524,Tiles,600
3334,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation (V2)",Hafary,ey-08-sp-sq_r-500-500-60-user-data-collections-2812-17525-1665583229.jpg,600,EY 08 SP SQ,Italy,https://www.hafary.com.sg/collection/Tiles/Mirage-EY-08-SP-SQ-2812?image=17525,Tiles,600
3335,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,bianco(-sid-bianco-)_r-500-500-60-user-data-collections-2811-16167-1650965269.jpg,300,Bianco( SID-Bianco ),China,https://www.hafary.com.sg/collection/Tiles/-Bianco-SID-Bianco-2811?image=16167,Tiles,600
3336,"Wall, Floor","Glazed Porcelain Tile, Shade and Veins Variation",Hafary,ls6300p_r-500-500-60-user-data-collections-2810-16166-1650963949.jpg,300,LS6300P,China,https://www.hafary.com.sg/collection/Tiles/-LS6300P-2810?image=16166,Tiles,600
3337,"Floor, Wall","Glazed Porcelain Tile, Shade Variation",Hafary,ulm1532_r-500-500-60-user-data-collections-2809-16158-1650859650.jpg,150,ULM1532,Italy,https://www.hafary.com.sg/collection/Tiles/Appiani-ULM1532-2809?image=16158,Tiles,150
3338,"Floor, Wall","Glazed Porcelain Tile, Shade Variation",Hafary,ulm1533_r-500-500-60-user-data-collections-2809-16159-1650859651.jpg,150,ULM1533,Italy,https://www.hafary.com.sg/collection/Tiles/Appiani-ULM1533-2809?image=16159,Tiles,150
3339,"Floor, Wall","Glazed Porcelain Tile, Shade Variation",Hafary,ulm1536_r-500-500-60-user-data-collections-2809-16162-1650859654.jpg,150,ULM1536,Italy,https://www.hafary.com.sg/collection/Tiles/Appiani-ULM1536-2809?image=16162,Tiles,150
3340,"Floor, Wall","Glazed Porcelain Tile, Shade Variation",Hafary,ulm1537_r-500-500-60-user-data-collections-2809-16163-1650859656.jpg,150,ULM1537,Italy,https://www.hafary.com.sg/collection/Tiles/Appiani-ULM1537-2809?image=16163,Tiles,150
3341,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,flaming-jean_r-500-500-60-user-data-collections-2808-16140-1650856653.jpg,80,Flaming Jean,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Flaming-Jean-2808?image=16140,Tiles,315
3342,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,flaming-cherry_r-500-500-60-user-data-collections-2808-16141-1650856656.jpg,80,Flaming Cherry,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Flaming-Cherry-2808?image=16141,Tiles,315
3343,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,flaming-jean_r-500-500-60-user-data-collections-2808-16142-1663550866.jpg,80,Flaming Jean,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Flaming-Jean-2808?image=16142,Tiles,315
3344,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,flaming-cherry_r-500-500-60-user-data-collections-2808-16143-1663550877.jpg,80,Flaming Cherry,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Flaming-Cherry-2808?image=16143,Tiles,315
3345,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,flaming-mint_r-500-500-60-user-data-collections-2808-16144-1663550887.jpg,80,Flaming Mint,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Flaming-Mint-2808?image=16144,Tiles,315
3346,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,flaming-mustard_r-500-500-60-user-data-collections-2808-16145-1663550897.jpg,80,Flaming Mustard,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Flaming-Mustard-2808?image=16145,Tiles,315
3347,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,flaming-nube_r-500-500-60-user-data-collections-2808-16146-1663550909.jpg,80,Flaming Nube,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Flaming-Nube-2808?image=16146,Tiles,315
3348,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,flaming-taupe_r-500-500-60-user-data-collections-2808-16147-1663550921.jpg,80,Flaming Taupe,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Flaming-Taupe-2808?image=16147,Tiles,315
3349,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,bunda-cherry_r-500-500-60-user-data-collections-2808-16148-1663550929.jpg,80,Bunda Cherry,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Bunda-Cherry-2808?image=16148,Tiles,315
3350,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,bunda-jean_r-500-500-60-user-data-collections-2808-16149-1663550940.jpg,80,Bunda Jean,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Bunda-Jean-2808?image=16149,Tiles,315
3351,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,bunda-mint_r-500-500-60-user-data-collections-2808-16150-1663550948.jpg,80,Bunda Mint,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Bunda-Mint-2808?image=16150,Tiles,315
3352,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,bunda-mustard_r-500-500-60-user-data-collections-2808-16151-1663550956.jpg,80,Bunda Mustard,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Bunda-Mustard-2808?image=16151,Tiles,315
3353,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,bunda-nube_r-500-500-60-user-data-collections-2808-16152-1663550965.jpg,80,Bunda Nube,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Bunda-Nube-2808?image=16152,Tiles,315
3354,Wall,"Ceramic Tile, Shade Variation (V3)",Hafary,bunda-taupe_r-500-500-60-user-data-collections-2808-16153-1663550974.jpg,80,Bunda Taupe,Spain,https://www.hafary.com.sg/collection/Tiles/Arcana-Tiles-Bunda-Taupe-2808?image=16153,Tiles,315
